<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
4294967295.2025.11	01:14:15	0.00	110067.25	110092.05	109969.85	4682299283683147776	112	0
4294967295.2025.11	01:14:30	0.00	110054.25	110126.55	110049.25	4682303935991722803	88	0
4294967295.2025.11	01:14:45	0.00	110112.15	110112.15	109985.95	4682294590142886707	106	0
4294967295.2025.11	01:15:00	0.00	109985.95	110005.95	109924.35	4682290899906985984	96	0
4294967295.2025.11	01:15:15	0.00	109932.25	109985.35	109932.25	4682294081618758861	84	0
4294967295.2025.11	01:15:30	0.00	109978.55	110027.65	109685.85	4682278509785330483	243	0
4294967295.2025.11	01:15:45	0.00	109755.25	109958.95	109755.25	4682289594236928000	197	0
4294967295.2025.11	01:16:00	0.00	109910.35	109967.15	109688.25	4682275630439255245	228	0
4294967295.2025.11	01:16:15	0.00	109703.45	109858.35	109693.55	4682285821537655194	198	0
4294967295.2025.11	01:16:30	0.00	109858.35	109930.35	109836.95	4682289346846811750	85	0
4294967295.2025.11	01:16:45	0.00	109909.65	109911.45	109862.85	4682289367462654771	85	0
4294967295.2025.11	01:17:00	0.00	109909.95	110332.95	109883.95	4682307117703495680	361	0
4294967295.2025.11	01:17:15	0.00	110168.50	110236.55	109957.75	4682298156683729306	229	0
4294967295.2025.11	01:17:30	0.00	110030.85	110129.85	109982.35	4682298754543176909	186	0
4294967295.2025.11	01:17:45	0.00	110046.55	110282.95	110038.35	4682314999827477299	146	0
4294967295.2025.11	01:18:00	0.00	110282.05	110430.35	110170.05	4682307241398553805	347	0
4294967295.2025.11	01:18:15	0.00	110172.05	110275.15	110166.55	4682307262014396826	232	0
4294967295.2025.11	01:18:30	0.00	110175.85	110417.95	110175.85	4682324276956836659	156	0
4294967295.2025.11	01:18:45	0.00	110414.80	110502.95	110357.65	4682325610114685338	188	0
4294967295.2025.11	01:19:00	0.00	110435.95	110467.65	110244.65	4682317810454075802	244	0
4294967295.2025.11	01:19:15	0.00	110323.85	110343.35	110175.75	4682308210343175782	156	0
4294967295.2025.11	01:19:30	0.00	110186.75	110315.45	110174.65	4682313302456401920	139	0
4294967295.2025.11	01:19:45	0.00	110253.75	110309.35	110154.35	4682307674331257242	136	0
4294967295.2025.11	01:20:00	0.00	110170.05	110276.45	110158.65	4682312147969192755	121	0
4294967295.2025.11	01:20:15	0.00	110241.45	110311.45	110212.95	4682310691116285952	144	0
4294967295.2025.11	01:20:30	0.00	110219.65	110239.25	110183.75	4682310471213960397	80	0
4294967295.2025.11	01:20:45	0.00	110217.05	110334.05	110217.05	4682316092467157402	81	0
4294967295.2025.11	01:21:00	0.00	110296.15	110296.15	110180.75	4682309193031693107	81	0
4294967295.2025.11	01:21:15	0.00	110202.05	110265.75	110199.05	4682311419542739354	62	0
4294967295.2025.11	01:21:30	0.00	110230.85	110249.95	110192.45	4682312732084745011	54	0
4294967295.2025.11	01:21:45	0.00	110248.65	110287.65	110229.15	4682313666669628621	48	0
4294967295.2025.11	01:22:00	0.00	110263.55	110349.45	110262.05	4682316717814395699	85	0
4294967295.2025.11	01:22:15	0.00	110307.85	110451.25	110289.95	4682324208237359923	130	0
4294967295.2025.11	01:22:30	0.00	110413.45	110480.85	110359.15	4682323576018173952	90	0
4294967295.2025.11	01:22:45	0.00	110407.75	110427.25	110326.75	4682321349507127706	115	0
4294967295.2025.11	01:23:00	0.00	110380.25	110402.15	110170.05	4682308141623699046	115	0
4294967295.2025.11	01:23:15	0.00	110192.65	110354.95	110192.65	4682318593856110592	126	0
4294967295.2025.11	01:23:30	0.00	110331.15	110331.15	110130.95	4682307804898263040	140	0
4294967295.2025.11	01:23:45	0.00	110178.25	110178.25	109826.85	4682283986727626342	242	0
4294967295.2025.11	02:00:00	0.00	109832.45	110022.25	109832.45	4682290473846230221	330	0
4294967295.2025.11	02:00:15	0.00	109921.35	110010.25	109918.25	4682293421911782195	111	0
4294967295.2025.11	02:00:30	0.00	109968.95	110044.55	109967.15	4682297634415706112	73	0
4294967295.2025.11	02:00:45	0.00	110026.35	110063.65	109970.45	4682299675384165171	105	0
4294967295.2025.11	02:01:00	0.00	110059.95	110059.95	109962.25	4682296246282276045	98	0
4294967295.2025.11	02:01:15	0.00	110014.35	110066.55	109959.45	4682299256195357082	92	0
4294967295.2025.11	02:01:30	0.00	110053.75	110067.05	109936.35	4682296624239398093	105	0
4294967295.2025.11	02:01:45	0.00	110015.55	110113.85	109987.75	4682299840310909338	110	0
4294967295.2025.11	02:02:00	0.00	110066.65	110083.15	109995.95	4682296335617595802	142	0
4294967295.2025.11	02:02:15	0.00	110011.35	110097.45	109855.05	4682294720709892506	191	0
4294967295.2025.11	02:02:30	0.00	109987.85	110045.55	109917.15	4682293669301898445	178	0
4294967295.2025.11	02:02:45	0.00	109977.65	110005.05	109912.15	4682291435918904525	66	0
4294967295.2025.11	02:03:00	0.00	109940.05	110004.15	109881.35	4682292459839107891	126	0
4294967295.2025.11	02:03:15	0.00	109952.95	110064.45	109943.25	4682299984621810483	121	0
4294967295.2025.11	02:03:30	0.00	110064.45	110064.45	109988.35	4682295689654514483	101	0
4294967295.2025.11	02:03:45	0.00	110001.95	110001.95	109905.35	4682291339711637094	129	0
4294967295.2025.11	02:04:00	0.00	109932.40	109977.85	109846.75	4682294033515125146	137	0
4294967295.2025.11	02:04:15	0.00	109976.55	109976.55	109859.15	4682292762204805530	98	0
4294967295.2025.11	02:04:30	0.00	109959.35	110232.15	109959.35	4682294095362654208	176	0
4294967295.2025.11	02:04:45	0.00	109978.75	110021.95	109938.65	4682294823789107610	117	0
4294967295.2025.11	02:05:00	0.00	109985.95	110013.75	109929.85	4682295325441287782	92	0
4294967295.2025.11	02:05:15	0.00	109996.65	110007.25	109938.65	4682292473583003238	73	0
4294967295.2025.11	02:05:30	0.00	109955.15	110059.55	109945.45	4682294741325735526	117	0
4294967295.2025.11	02:05:45	0.00	109988.15	110020.25	109929.95	4682296802910037606	89	0
4294967295.2025.11	02:06:00	0.00	110018.15	110114.65	109987.75	4682301448346664960	138	0
4294967295.2025.11	02:06:15	0.00	110088.15	110167.35	110017.75	4682303771064978637	141	0
4294967295.2025.11	02:06:30	0.00	110119.55	110439.85	110070.55	4682323527914540237	227	0
4294967295.2025.11	02:06:45	0.00	110405.75	110758.85	110389.75	4682339594528201114	476	0
4294967295.2025.11	02:07:00	0.00	110644.25	110677.65	110417.35	4682329052960469811	283	0
4294967295.2025.11	02:07:15	0.00	110490.45	110569.95	110303.05	4682324689273697075	264	0
4294967295.2025.11	02:07:30	0.00	110422.15	110487.55	110250.55	4682326503467882906	234	0
4294967295.2025.11	02:07:45	0.00	110450.35	110542.35	110317.75	4682328358893754778	282	0
4294967295.2025.11	02:08:00	0.00	110483.45	110508.05	110344.05	4682319198587505869	239	0
4294967295.2025.11	02:08:15	0.00	110344.05	110403.45	110295.45	4682321541921662566	145	0
4294967295.2025.11	02:08:30	0.00	110378.15	110493.85	110267.35	4682329492765120922	214	0
4294967295.2025.11	02:08:45	0.00	110488.25	110697.95	110488.25	4682338838613957018	311	0
4294967295.2025.11	02:09:00	0.00	110634.45	110658.45	110489.15	4682331038953347482	164	0
4294967295.2025.11	02:09:15	0.00	110516.35	110526.95	110400.95	4682328138991429222	155	0
4294967295.2025.11	02:09:30	0.00	110477.25	110690.95	110436.15	4682341312515119514	183	0
4294967295.2025.11	02:09:45	0.00	110662.35	111009.95	110630.25	4682355269440844595	387	0
4294967295.2025.11	02:10:00	0.00	110871.25	110987.85	110759.05	4682349153407415091	281	0
4294967295.2025.11	02:10:15	0.00	110779.95	110836.15	110682.55	4682348301285903565	207	0
4294967295.2025.11	02:10:30	0.00	110767.55	110820.75	110702.45	4682351070680816026	233	0
4294967295.2025.11	02:10:45	0.00	110807.85	110827.65	110733.35	4682352245783868211	197	0
4294967295.2025.11	02:11:00	0.00	110827.55	110969.35	110827.55	4682361048748838093	219	0
4294967295.2025.11	02:11:15	0.00	110950.15	111016.35	110880.55	4682360189755378893	165	0
4294967295.2025.11	02:11:30	0.00	110937.85	110937.85	110551.35	4682336660206544486	442	0
4294967295.2025.11	02:11:45	0.00	110593.05	110688.25	110491.65	4682342192124421734	272	0
4294967295.2025.11	02:12:00	0.00	110680.95	110830.25	110556.30	4682352115216862413	326	0
4294967295.2025.11	02:12:15	0.00	110819.35	110819.35	110538.05	4682332530165992653	292	0
4294967295.2025.11	02:12:30	0.00	110538.05	110538.05	110315.15	4682320524873406874	386	0
4294967295.2025.11	02:12:45	0.00	110366.15	110467.65	110347.85	4682327204406545613	226	0
4294967295.2025.11	02:13:00	0.00	110458.55	110647.25	110440.15	4682338041468026880	176	0
4294967295.2025.11	02:13:15	0.00	110618.25	110851.65	110618.25	4682352012137647309	189	0
4294967295.2025.11	02:13:30	0.00	110818.05	110942.85	110690.25	4682356052842879386	351	0
4294967295.2025.11	02:13:45	0.00	110880.45	111195.25	110880.45	4682374772028342272	379	0
4294967295.2025.11	02:14:00	0.00	111158.25	111206.45	111021.45	4682369178262935962	401	0
4294967295.2025.11	02:14:15	0.00	111071.35	111145.45	110862.35	4682358045707704730	313	0
4294967295.2025.11	02:14:30	0.00	110909.35	110990.65	110765.95	4682349462645060403	321	0
4294967295.2025.11	02:14:45	0.00	110784.45	110795.25	110653.45	4682344130013665690	283	0
4294967295.2025.11	02:15:00	0.00	110700.05	110736.65	110557.75	4682335450743753933	275	0
4294967295.2025.11	02:15:15	0.00	110580.55	110580.55	110148.05	4682321370122970726	551	0
4294967295.2025.11	02:15:30	0.00	110375.05	110449.35	110251.55	4682319109252186112	438	0
4294967295.2025.11	02:15:45	0.00	110342.75	110569.85	110272.85	4682332193440556646	335	0
4294967295.2025.11	02:16:00	0.00	110527.55	110636.15	110400.75	4682326118638813184	348	0
4294967295.2025.11	02:16:15	0.00	110439.15	110508.05	110170.55	4682314257657128550	689	0
4294967295.2025.11	02:16:30	0.00	110274.15	110512.85	110265.45	4682317494344482816	461	0
4294967295.2025.11	02:16:45	0.00	110315.35	110487.95	110165.15	4682322449018755482	504	0
4294967295.2025.11	02:17:00	0.00	110385.95	110407.65	110242.25	4682320208763813888	355	0
4294967295.2025.11	02:17:15	0.00	110358.75	110525.05	110344.45	4682329492765120922	256	0
4294967295.2025.11	02:17:30	0.00	110493.85	110539.75	110202.35	4682312477822681088	301	0
4294967295.2025.11	02:17:45	0.00	110246.25	110324.65	110057.05	4682301633889252147	292	0
4294967295.2025.11	02:18:00	0.00	110075.05	110107.65	109768.55	4682281801448266138	761	0
4294967295.2025.11	02:18:15	0.00	109804.75	110060.55	109705.65	4682299084396665242	469	0
4294967295.2025.11	02:18:30	0.00	110051.35	110095.25	109908.15	4682298486537217638	374	0
4294967295.2025.11	02:18:45	0.00	110039.15	110104.55	109926.15	4682301262804077773	230	0
4294967295.2025.11	02:19:00	0.00	110083.05	110213.85	110063.25	4682309138056111718	205	0
4294967295.2025.11	02:19:15	0.00	110197.65	110241.95	110110.25	4682304485747536691	224	0
4294967295.2025.11	02:19:30	0.00	110129.55	110129.55	109996.35	4682297077787944550	208	0
4294967295.2025.11	02:19:45	0.00	110023.85	110162.25	109990.85	4682306595435472486	188	0
4294967295.2025.11	02:20:00	0.00	110164.25	110243.15	110143.35	4682305970088234189	175	0
4294967295.2025.11	02:20:15	0.00	110151.55	110254.95	110142.95	4682310890402768486	154	0
4294967295.2025.11	02:20:30	0.00	110221.50	110270.35	110157.15	4682312883267593830	166	0
4294967295.2025.11	02:20:45	0.00	110252.15	110307.45	110245.85	4682316518527913165	145	0
4294967295.2025.11	02:21:00	0.00	110305.55	110307.35	110180.75	4682308753227041997	142	0
4294967295.2025.11	02:21:15	0.00	110187.15	110187.15	109923.45	4682290906778933658	160	0
4294967295.2025.11	02:21:30	0.00	109936.45	110122.25	109933.15	4682297139635473613	280	0
4294967295.2025.11	02:21:45	0.00	110025.15	110152.45	110002.75	4682305392844629606	139	0
4294967295.2025.11	02:22:00	0.00	110143.15	110180.35	109934.05	4682291607717596365	153	0
4294967295.2025.11	02:22:15	0.00	109948.15	110015.95	109848.45	4682288013688963072	141	0
4294967295.2025.11	02:22:30	0.00	109890.25	110057.45	109885.75	4682297070915996877	163	0
4294967295.2025.11	02:22:45	0.00	110025.15	110058.35	109992.05	4682299565433002394	108	0
4294967295.2025.11	02:23:00	0.00	110058.75	110103.85	109938.15	4682293813612799590	133	0
4294967295.2025.11	02:23:15	0.00	109979.60	110028.95	109946.35	4682294356496665805	103	0
4294967295.2025.11	02:23:30	0.00	109982.55	110047.95	109970.35	4682296315001752781	120	0
4294967295.2025.11	02:23:45	0.00	110011.45	110084.85	109952.35	4682293435655677542	131	0
4294967295.2025.11	03:00:00	0.00	109969.15	109985.25	109920.65	4682290851803352269	91	0
4294967295.2025.11	03:00:15	0.00	109934.35	109991.65	109926.85	4682293325704514765	71	0
4294967295.2025.11	03:00:30	0.00	109967.55	109967.55	109462.05	4682269053985331610	363	0
4294967295.2025.11	03:00:45	0.00	109610.65	109882.55	109522.95	4682287484548992205	291	0
4294967295.2025.11	03:01:00	0.00	109884.90	110468.95	109884.90	4682326118638813184	988	0
4294967295.2025.11	03:01:15	0.00	110448.05	110475.75	110115.55	4682305997576024883	536	0
4294967295.2025.11	03:01:30	0.00	110155.85	110511.45	110135.55	4682321851159307878	467	0
4294967295.2025.11	03:01:45	0.00	110388.05	110719.95	110316.75	4682331038953347482	422	0
4294967295.2025.11	03:02:00	0.00	110509.75	110731.45	110475.05	4682340061820642918	428	0
4294967295.2025.11	03:02:15	0.00	110640.80	110663.65	110303.25	4682316394832855040	353	0
4294967295.2025.11	03:02:30	0.00	110308.75	110345.55	110210.25	4682312333511779942	302	0
4294967295.2025.11	03:02:45	0.00	110244.15	110279.05	109722.95	4682276516920505139	494	0
4294967295.2025.11	03:03:00	0.00	109718.35	109814.45	109441.95	4682274647750737920	918	0
4294967295.2025.11	03:03:15	0.00	109703.35	109779.85	109496.35	4682269129576756019	629	0
4294967295.2025.11	03:03:30	0.00	109613.40	109755.45	109325.15	4682274840165272781	698	0
4294967295.2025.11	03:03:45	0.00	109705.05	109865.45	109548.25	4682270600173558170	506	0
4294967295.2025.11	03:04:00	0.00	109631.95	109732.25	109375.25	4682270991874575565	648	0
4294967295.2025.11	03:04:15	0.00	109638.95	109646.25	109200.05	4682241421883736064	669	0
4294967295.2025.11	03:04:30	0.00	109211.25	109211.25	108789.85	4682214882421820621	1158	0
4294967295.2025.11	03:04:45	0.00	108833.45	109048.35	108624.95	4682226977049726157	856	0
4294967295.2025.11	03:05:00	0.00	108996.15	109122.75	108165.55	4682172296962087322	1092	0
4294967295.2025.11	03:05:15	0.00	108210.25	108440.05	107934.65	4682165088288977715	1367	0
4294967295.2025.11	03:05:30	0.00	108097.75	108362.15	107942.75	4682173698839412736	1231	0
4294967295.2025.11	03:05:45	0.00	108220.85	108220.85	107877.85	4682151385625316557	1027	0
4294967295.2025.11	03:06:00	0.00	107895.65	107967.05	107479.05	4682137284388690330	1397	0
4294967295.2025.11	03:06:15	0.00	107699.55	107861.75	107446.35	4682143771507294208	900	0
4294967295.2025.11	03:06:30	0.00	107791.25	107904.75	107648.95	4682136645297556685	638	0
4294967295.2025.11	03:06:45	0.00	107691.75	107945.55	107678.45	4682148148937962291	524	0
4294967295.2025.11	03:07:00	0.00	107863.65	107994.65	107748.05	4682153811422845338	549	0
4294967295.2025.11	03:07:15	0.00	107928.45	108025.55	107711.85	4682153474697409331	555	0
4294967295.2025.11	03:07:30	0.00	107937.65	107961.55	107480.45	4682128000387383296	526	0
4294967295.2025.11	03:07:45	0.00	107567.45	107642.75	107362.85	4682128206545813504	558	0
4294967295.2025.11	03:08:00	0.00	107559.85	107664.05	107250.05	4682110827390146970	667	0
4294967295.2025.11	03:08:15	0.00	107310.25	107534.65	107282.15	4682118510227646054	502	0
4294967295.2025.11	03:08:30	0.00	107428.45	107622.85	107274.95	4682111170987530650	637	0
4294967295.2025.11	03:08:45	0.00	107314.35	107612.85	106970.05	4682120791714273690	1042	0
4294967295.2025.11	03:09:00	0.00	107453.25	107453.25	107231.25	4682117396972122931	738	0
4294967295.2025.11	03:09:15	0.00	107400.95	107787.65	107269.05	4682131264562528256	739	0
4294967295.2025.11	03:09:30	0.00	107603.35	107678.95	107448.15	4682120262574302822	600	0
4294967295.2025.11	03:09:45	0.00	107446.35	107665.25	107409.05	4682119190550465741	440	0
4294967295.2025.11	03:10:00	0.00	107441.65	107684.15	107382.45	4682127216985348506	472	0
4294967295.2025.11	03:10:15	0.00	107550.35	107550.35	107170.05	4682102794083316531	592	0
4294967295.2025.11	03:10:30	0.00	107190.35	107260.45	107089.15	4682102952138113024	571	0
4294967295.2025.11	03:10:45	0.00	107197.35	107570.45	106957.95	4682128137826336768	752	0
4294967295.2025.11	03:11:00	0.00	107561.85	107890.85	107506.75	4682142403989707162	594	0
4294967295.2025.11	03:11:15	0.00	107765.45	107765.45	107270.05	4682113349394943181	520	0
4294967295.2025.11	03:11:30	0.00	107350.85	107439.95	107176.95	4682110930469362074	473	0
4294967295.2025.11	03:11:45	0.00	107308.05	107313.35	107060.35	4682101811394799206	488	0
4294967295.2025.11	03:12:00	0.00	107176.65	107535.75	107174.45	4682123093816744346	496	0
4294967295.2025.11	03:12:15	0.00	107484.85	107599.25	107460.75	4682128529527354163	298	0
4294967295.2025.11	03:12:30	0.00	107563.05	107563.05	107179.55	4682104917515147674	470	0
4294967295.2025.11	03:12:45	0.00	107230.55	107305.65	106725.25	4682085311848434893	548	0
4294967295.2025.11	03:13:00	0.00	106946.55	107563.55	106943.25	4682124000913837261	1090	0
4294967295.2025.11	03:13:15	0.00	107514.35	107773.55	107435.55	4682131752470813082	573	0
4294967295.2025.11	03:13:30	0.00	107619.65	107740.65	107482.75	4682138308308893696	412	0
4294967295.2025.11	03:13:45	0.00	107711.75	107890.35	107632.05	4682141881721683968	478	0
4294967295.2025.11	03:14:00	0.00	107769.95	108168.55	107690.05	4682160339773135258	748	0
4294967295.2025.11	03:14:15	0.00	108038.75	108226.95	108025.65	4682173087236069786	570	0
4294967295.2025.11	03:14:30	0.00	108221.35	108224.55	107803.65	4682144623628805734	419	0
4294967295.2025.11	03:14:45	0.00	107803.25	107938.75	107686.05	4682140582923573658	363	0
4294967295.2025.11	03:15:00	0.00	107738.45	107756.95	107581.45	4682135662609039360	418	0
4294967295.2025.11	03:15:15	0.00	107671.10	107730.95	107549.35	4682134961670376653	474	0
4294967295.2025.11	03:15:30	0.00	107663.05	108012.75	107663.05	4682146540902206669	581	0
4294967295.2025.11	03:15:45	0.00	107834.65	108043.55	107733.65	4682149935644357427	463	0
4294967295.2025.11	03:16:00	0.00	107880.95	108300.15	107846.25	4682148045858747187	782	0
4294967295.2025.11	03:16:15	0.00	107851.50	107894.45	107499.05	4682124743084186010	535	0
4294967295.2025.11	03:16:30	0.00	107523.55	107807.75	107337.15	4682130192538691174	1468	0
4294967295.2025.11	03:16:45	0.00	107586.55	108036.35	107486.05	4682160360388978278	1169	0
4294967295.2025.11	03:17:00	0.00	108038.75	108126.25	107497.75	4682131147739417805	1390	0
4294967295.2025.11	03:17:15	0.00	107610.35	107610.35	105688.15	4682017581932163891	1886	0
4294967295.2025.11	03:17:30	0.00	105940.95	106515.85	105475.05	4682024673782163046	3113	0
4294967295.2025.11	03:17:45	0.00	106064.45	106271.25	105612.05	4682001508446555341	2336	0
4294967295.2025.11	03:18:00	0.00	105721.85	106135.15	105277.45	4682023189441465549	2312	0
4294967295.2025.11	03:18:15	0.00	106033.35	106544.35	105774.85	4682043681589428224	1988	0
4294967295.2025.11	03:18:30	0.00	106333.25	106606.25	106177.25	4682051852335212134	1558	0
4294967295.2025.11	03:18:45	0.00	106456.85	106759.25	106390.05	4682064764724890829	1311	0
4294967295.2025.11	03:19:00	0.00	106649.85	106895.15	106498.05	4682075794200906957	1091	0
4294967295.2025.11	03:19:15	0.00	106799.15	107718.55	106746.35	4682093104637096755	1266	0
4294967295.2025.11	03:19:30	0.00	107054.15	107548.75	107027.05	4682118743873866957	1082	0
4294967295.2025.11	03:19:45	0.00	107433.25	107640.25	107286.95	4682119754050174976	925	0
4294967295.2025.11	03:20:00	0.00	107443.15	107565.85	107162.85	4682102072528810803	851	0
4294967295.2025.11	03:20:15	0.00	107181.75	107501.65	107074.15	4682105158033316250	857	0
4294967295.2025.11	03:20:30	0.00	107231.15	107373.95	106843.55	4682080185375470387	781	0
4294967295.2025.11	03:20:45	0.00	106859.25	107157.25	106776.15	4682084287928231526	856	0
4294967295.2025.11	03:21:00	0.00	106948.20	107026.35	106409.65	4682072763671982899	1148	0
4294967295.2025.11	03:21:15	0.00	106754.05	107120.15	106733.05	4682083078465440973	946	0
4294967295.2025.11	03:21:30	0.00	106908.05	107361.35	106888.95	4682105542862385971	915	0
4294967295.2025.11	03:21:45	0.00	107240.95	107343.65	106995.75	4682093166484625818	765	0
4294967295.2025.11	03:22:00	0.00	107061.25	107139.05	106677.85	4682067540991750963	911	0
4294967295.2025.11	03:22:15	0.00	106677.85	106809.85	106473.55	4682069224618930995	888	0
4294967295.2025.11	03:22:30	0.00	106707.85	107001.15	106576.15	4682063919475326976	991	0
4294967295.2025.11	03:22:45	0.00	106631.45	106686.75	106290.55	4682063830140007219	1432	0
4294967295.2025.11	03:23:00	0.00	106625.05	107069.95	106505.85	4682056786393641779	1232	0
4294967295.2025.11	03:23:15	0.00	106525.75	106761.65	106041.25	4682061555525327258	1258	0
4294967295.2025.11	03:23:30	0.00	106599.85	107009.15	106511.05	4682088404224888013	791	0
4294967295.2025.11	03:23:45	0.00	106985.55	107011.45	106786.25	4682079683723290214	508	0
4294967295.2025.11	04:00:00	0.00	106858.65	106858.65	106322.95	4682054731681287373	740	0
4294967295.2025.11	04:00:15	0.00	106502.25	106580.65	106109.35	4682030734840011162	531	0
4294967295.2025.11	04:00:30	0.00	106136.15	106422.85	105780.05	4682044348168352563	799	0
4294967295.2025.11	04:00:45	0.00	106334.45	106607.15	106288.55	4682052216548438835	409	0
4294967295.2025.11	04:01:00	0.00	106458.95	106458.95	106003.85	4682035016063411814	454	0
4294967295.2025.11	04:01:15	0.00	106207.15	106502.15	106204.25	4682048196459049779	437	0
4294967295.2025.11	04:01:30	0.00	106398.35	106719.95	106374.95	4682060902690298266	467	0
4294967295.2025.11	04:01:45	0.00	106589.55	106637.65	106433.25	4682058573100036915	515	0
4294967295.2025.11	04:02:00	0.00	106557.55	106601.85	106256.75	4682040376182597222	644	0
4294967295.2025.11	04:02:15	0.00	106280.85	106339.45	105817.85	4682008325418647552	759	0
4294967295.2025.11	04:02:30	0.00	105824.15	106786.55	105824.15	4682067719662390477	1242	0
4294967295.2025.11	04:02:45	0.00	106688.85	106688.85	106262.85	4682050498561520435	715	0
4294967295.2025.11	04:03:00	0.00	106441.85	106664.75	106236.25	4682059246550908928	789	0
4294967295.2025.11	04:03:15	0.00	106565.85	107149.55	106476.05	4682079999832883200	864	0
4294967295.2025.11	04:03:30	0.00	106869.95	107262.85	106862.50	4682095819056427827	763	0
4294967295.2025.11	04:03:45	0.00	107103.25	107122.55	106660.05	4682089270090294886	550	0
4294967295.2025.11	04:04:00	0.00	106992.95	106992.95	106694.05	4682081367350470246	454	0
4294967295.2025.11	04:04:15	0.00	106878.60	107201.65	106795.05	4682083044105702605	517	0
4294967295.2025.11	04:04:30	0.00	106899.05	106973.45	106622.95	4682070166075762278	581	0
4294967295.2025.11	04:04:45	0.00	106719.85	106719.85	106431.35	4682051336939136614	566	0
4294967295.2025.11	04:05:00	0.00	106447.65	106913.95	106181.45	4682080707643493581	811	0
4294967295.2025.11	04:05:15	0.00	106879.95	106992.15	106705.25	4682084576550033818	714	0
4294967295.2025.11	04:05:30	0.00	106929.85	107177.65	106791.25	4682097791305410150	610	0
4294967295.2025.11	04:05:45	0.00	107114.75	107198.05	106978.95	4682097440836078797	516	0
4294967295.2025.11	04:06:00	0.00	107198.90	107264.25	107075.45	4682100643163694694	470	0
4294967295.2025.11	04:06:15	0.00	107157.55	107157.55	106874.30	4682083050977650278	521	0
4294967295.2025.11	04:06:30	0.00	106910.45	107019.15	106750.85	4682076343956720845	567	0
4294967295.2025.11	04:06:45	0.00	106809.05	106866.15	106664.15	4682069898069803008	495	0
4294967295.2025.11	04:07:00	0.00	106715.45	106715.45	106439.45	4682058861721839206	520	0
4294967295.2025.11	04:07:15	0.00	106555.65	106571.65	105444.35	4681995577955713024	1483	0
4294967295.2025.11	04:07:30	0.00	105627.25	105637.55	104899.05	4681945021036678349	1944	0
4294967295.2025.11	04:07:45	0.00	104902.95	105047.05	104156.25	4681895701068224922	2032	0
4294967295.2025.11	04:08:00	0.00	104179.75	104856.25	104148.55	4681941729373742694	1943	0
4294967295.2025.11	04:08:15	0.00	104842.95	105190.75	104686.25	4681948457010515149	1553	0
4294967295.2025.11	04:08:30	0.00	104954.95	104956.15	104447.85	4681917251496129331	1078	0
4294967295.2025.11	04:08:45	0.00	104491.80	104760.15	104483.45	4681933153183046042	797	0
4294967295.2025.11	04:09:00	0.00	104715.65	104910.45	104362.25	4681911362236973056	1133	0
4294967295.2025.11	04:09:15	0.00	104407.35	104659.35	104295.85	4681906263251799245	949	0
4294967295.2025.11	04:09:30	0.00	104335.05	104704.75	104294.15	4681907555177961882	864	0
4294967295.2025.11	04:09:45	0.00	104357.15	104557.15	104294.25	4681914433997583155	728	0
4294967295.2025.11	04:10:00	0.00	104450.15	104509.25	103818.35	4681872453269245133	1139	0
4294967295.2025.11	04:10:15	0.00	103846.45	104463.55	103717.45	4681895357470841242	1500	0
4294967295.2025.11	04:10:30	0.00	104168.65	104598.95	104157.75	4681911094231013786	1156	0
4294967295.2025.11	04:10:45	0.00	104411.75	104447.55	103911.05	4681884918982325043	808	0
4294967295.2025.11	04:11:00	0.00	104028.65	104058.15	103660.95	4681869525819536179	980	0
4294967295.2025.11	04:11:15	0.00	103795.35	103998.65	103640.05	4681873683347878707	950	0
4294967295.2025.11	04:11:30	0.00	103864.35	104106.95	103756.35	4681873463445553152	826	0
4294967295.2025.11	04:11:45	0.00	103861.45	103969.95	103608.85	4681871889769535898	773	0
4294967295.2025.11	04:12:00	0.00	103834.55	103855.85	103628.15	4681859630214886195	1040	0
4294967295.2025.11	04:12:15	0.00	103658.05	103876.55	103626.45	4681863870206600806	790	0
4294967295.2025.11	04:12:30	0.00	103722.85	104061.45	103579.65	4681870879593227878	906	0
4294967295.2025.11	04:12:45	0.00	103823.05	103843.45	103586.05	4681868893600350208	813	0
4294967295.2025.11	04:13:00	0.00	103788.15	104226.25	103742.55	4681894656532178534	759	0
4294967295.2025.11	04:13:15	0.00	104164.15	104455.95	104101.45	4681901810229706752	782	0
4294967295.2025.11	04:13:30	0.00	104270.25	104669.95	104237.65	4681922790285954253	682	0
4294967295.2025.11	04:13:45	0.00	104573.15	104611.05	104432.45	4681921168506303283	531	0
4294967295.2025.11	04:14:00	0.00	104553.85	104611.35	104257.55	4681904930093950566	845	0
4294967295.2025.11	04:14:15	0.00	104310.75	104317.75	103847.45	4681889385748312883	861	0
4294967295.2025.11	04:14:30	0.00	104088.30	104099.35	103812.75	4681884506665464627	748	0
4294967295.2025.11	04:14:45	0.00	104018.25	104047.05	103875.75	4681878232577238630	619	0
4294967295.2025.11	04:15:00	0.00	103925.15	104065.95	103694.05	4681870213014303539	708	0
4294967295.2025.11	04:15:15	0.00	103813.35	103949.95	103545.05	4681859719550205952	808	0
4294967295.2025.11	04:15:30	0.00	103657.75	104211.75	103635.25	4681894175495841382	1101	0
4294967295.2025.11	04:15:45	0.00	104159.15	104159.15	103850.65	4681875470054273843	755	0
